transaction_id,date,time_id,passenger_id,route_id,route_name,bus_id,bus_number,bus_type,fuel_type,capacity,source_stop,destination_stop,boarding_time,age_group,gender,ticket_type,fare_type_id,fare_code,discount_percent,base_fare,actual_fare,concession_flag,zone_source,zone_dest,region_source,region_dest,distance_km,day_of_week,season,holiday_flag,peak_hour_flag,frequency_weekday,frequency_sunday,first_bus,last_bus
5571,2025-05-28,148,15571,41,106 EL.AC,147,MH04EM3209,Electric,Electric,36,Maharashtra Nagar (Mankhurd),Khanda Gaon Netrajyot Hospital,18:20:00,Adult,Male,Monthly,6,MONTHLY,15.0,33.26,28.27,TRUE,Central_Mumbai,Navi_Mumbai,Greater_Mumbai,Navi_Mumbai,41.8,Wednesday,Summer,FALSE,TRUE,35,40,07:15:00,20:45:00
5572,2024-12-31,366,15572,41,106 EL.AC,147,MH04EM3209,Electric,Electric,36,Shirvane Village,Hiranandani Highway Kharghar,19:30:00,Adult,Female,Daily,8,DAILY,5.0,25.5,24.22,TRUE,Central_Mumbai,Navi_Mumbai,Greater_Mumbai,Navi_Mumbai,41.8,Tuesday,Winter,FALSE,TRUE,35,40,07:15:00,20:45:00
5573,2024-12-31,366,15573,41,106 EL.AC,147,MH04EM3209,Electric,Electric,36,Turbhe Village,Kamothe Village / K.L.E College,19:30:00,Adult,Male,Daily,8,DAILY,5.0,25.5,24.22,TRUE,Central_Mumbai,Navi_Mumbai,Greater_Mumbai,Navi_Mumbai,41.8,Tuesday,Winter,FALSE,TRUE,35,40,07:15:00,20:45:00
5574,2024-12-31,366,15574,41,106 EL.AC,147,MH04EM3209,Electric,Electric,36,Chhatrapati Shivaji Maharaj Terminus (G.P.O.),Mankhurd Station (N),19:30:00,Adult,Female,Single,1,REGULAR,0.0,25.5,25.5,FALSE,Central_Mumbai,Navi_Mumbai,Greater_Mumbai,Navi_Mumbai,41.8,Tuesday,Winter,FALSE,TRUE,35,40,07:15:00,20:45:00
5575,2024-12-31,366,15575,41,106 EL.AC,146,MH04YX7281,Electric,Electric,37,Loha Bhavan,Vashi Village,19:30:00,Adult,Female,Single,1,REGULAR,0.0,25.5,25.5,FALSE,Central_Mumbai,Navi_Mumbai,Greater_Mumbai,Navi_Mumbai,41.8,Tuesday,Winter,FALSE,TRUE,35,40,07:15:00,20:45:00
5576,2025-07-21,202,15576,41,106 EL.AC,147,MH04EM3209,Electric,Electric,36,Shirvane Village,Spageti Gharkul,17:36:00,Student,Male,Monthly,2,STUDENT,25.0,25.5,19.12,TRUE,Central_Mumbai,Navi_Mumbai,Greater_Mumbai,Navi_Mumbai,41.8,Monday,Monsoon,FALSE,TRUE,35,40,07:15:00,20:45:00
5577,2025-02-26,57,15577,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Thane Naka / Garden Hotel,Khanda Gaon Netrajyot Hospital,21:26:00,Child,Male,Single,4,CHILD,50.0,12.6,6.3,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5578,2025-02-26,57,15578,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Khanda Gaon Colony,Khanda Gaon Netrajyot Hospital,21:26:00,Adult,Female,Weekly,7,WEEKLY,10.0,12.6,11.34,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5579,2025-02-26,57,15579,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Orion Mall Panvel,New Panvel Bridge,21:26:00,Student,Female,Monthly,2,STUDENT,25.0,12.6,9.45,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5580,2025-02-26,57,15580,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,New Panvel Bridge,Khanda Gaon Netrajyot Hospital,21:26:00,Student,Male,Single,2,STUDENT,25.0,18.67,14.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5581,2025-02-26,57,15581,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,21:26:00,Adult,Male,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5582,2025-02-26,57,15582,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Khanda Gaon Colony,Khanda Gaon Netrajyot Hospital,21:26:00,Child,Male,Single,4,CHILD,50.0,12.6,6.3,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5583,2025-02-26,57,15583,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Thane Naka / Garden Hotel,Khanda Gaon Colony,21:26:00,Student,Male,Monthly,2,STUDENT,25.0,12.6,9.45,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5584,2025-02-26,57,15584,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Panvel Station (W),Panvel Bus Station / Shivajinagar,21:26:00,Child,Male,Single,4,CHILD,50.0,12.6,6.3,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5585,2025-02-26,57,15585,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,New Panvel Bridge,Khanda Gaon Netrajyot Hospital,21:26:00,Adult,Female,Single,1,REGULAR,0.0,18.67,18.67,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5586,2025-02-26,57,15586,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Station (W),Amardham / C.K.T College,06:00:00,Senior,Female,Return,3,SENIOR,50.0,18.67,18.67,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5587,2025-02-26,57,15587,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Orion Mall Panvel,Amardham / C.K.T College,06:00:00,Adult,Female,Monthly,6,MONTHLY,15.0,12.6,10.71,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5588,2025-02-26,57,15588,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,06:00:00,Child,Male,Single,4,CHILD,50.0,12.6,6.3,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5589,2025-02-26,57,15589,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Thane Naka / Garden Hotel,Khanda Gaon Colony,06:00:00,Adult,Female,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5590,2025-02-26,57,15590,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,06:00:00,Student,Female,Monthly,2,STUDENT,25.0,12.6,9.45,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5591,2025-02-26,57,15591,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Thane Naka / Garden Hotel,Asudgaon Depot,06:00:00,Adult,Male,Monthly,6,MONTHLY,15.0,14.0,11.9,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5592,2025-02-26,57,15592,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,New Panvel Bridge,Khanda Gaon Netrajyot Hospital,06:00:00,Child,Other,Single,4,CHILD,50.0,18.67,9.33,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5593,2025-02-26,57,15593,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Station (W),Thane Naka / Garden Hotel,06:00:00,Adult,Female,Monthly,6,MONTHLY,15.0,23.33,19.83,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5594,2025-02-26,57,15594,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,New Panvel Bridge,Khanda Gaon Netrajyot Hospital,06:00:00,Adult,Female,Single,1,REGULAR,0.0,18.67,18.67,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Wednesday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5595,2025-04-17,107,15595,42,24 V.AC (AD),150,MH04IH4498,AC,CNG,36,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,14:51:00,Adult,Female,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5596,2025-04-17,107,15596,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Colony,Khanda Gaon Netrajyot Hospital,19:20:00,Adult,Female,Monthly,6,MONTHLY,15.0,12.6,10.71,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,TRUE,28,32,06:00:00,22:00:00
5597,2025-04-17,107,15597,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Amardham / C.K.T College,Khanda Gaon Netrajyot Hospital,19:20:00,Senior,Female,Single,3,SENIOR,50.0,14.0,7.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,TRUE,28,32,06:00:00,22:00:00
5598,2025-04-17,107,15598,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,New Panvel Bridge,Asudgaon Depot,09:18:00,Student,Female,Weekly,2,STUDENT,25.0,23.33,17.5,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5599,2025-04-17,107,15599,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,New Panvel Bridge,Khanda Gaon Colony,09:18:00,Adult,Female,Weekly,7,WEEKLY,10.0,14.0,12.6,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5600,2025-04-17,107,15600,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Thane Naka / Garden Hotel,Asudgaon Depot,09:18:00,Adult,Male,Single,1,REGULAR,0.0,14.0,14.0,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5601,2025-04-17,107,15601,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Station (W),Thane Naka / Garden Hotel,09:18:00,Adult,Female,Monthly,6,MONTHLY,15.0,23.33,19.83,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5602,2025-04-17,107,15602,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Colony,Asudgaon Depot,09:18:00,Adult,Female,Monthly,6,MONTHLY,15.0,12.6,10.71,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5603,2025-04-17,107,15603,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Bus Station / Shivajinagar,Khanda Gaon Netrajyot Hospital,09:18:00,Child,Female,Single,4,CHILD,50.0,28.0,14.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5604,2025-04-17,107,15604,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Bus Station / Shivajinagar,Amardham / C.K.T College,09:18:00,Adult,Female,Single,1,REGULAR,0.0,14.0,14.0,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5605,2025-04-17,107,15605,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Amardham / C.K.T College,Thane Naka / Garden Hotel,09:18:00,Adult,Female,Monthly,6,MONTHLY,15.0,12.6,10.71,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5606,2025-04-17,107,15606,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Station (W),Khanda Gaon Netrajyot Hospital,09:18:00,Adult,Male,Single,1,REGULAR,0.0,32.67,32.67,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5607,2025-04-17,107,15607,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Colony,Asudgaon Depot,09:18:00,Adult,Male,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5608,2025-04-17,107,15608,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Station (W),Asudgaon Depot,09:18:00,Student,Male,Single,2,STUDENT,25.0,37.33,28.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5609,2025-04-17,107,15609,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Colony,Khanda Gaon Netrajyot Hospital,09:18:00,Senior,Female,Return,3,SENIOR,50.0,12.6,12.6,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5610,2025-04-17,107,15610,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Amardham / C.K.T College,Khanda Gaon Colony,09:18:00,Adult,Female,Monthly,6,MONTHLY,15.0,12.6,10.71,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5611,2025-04-17,107,15611,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,New Panvel Bridge,Thane Naka / Garden Hotel,09:18:00,Adult,Male,Monthly,6,MONTHLY,15.0,12.6,10.71,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5612,2025-04-17,107,15612,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,13:41:00,Adult,Male,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5613,2025-04-17,107,15613,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Orion Mall Panvel,New Panvel Bridge,13:41:00,Adult,Male,Monthly,6,MONTHLY,15.0,12.6,10.71,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5614,2025-04-17,107,15614,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Station (W),Thane Naka / Garden Hotel,13:41:00,Adult,Female,Single,1,REGULAR,0.0,23.33,23.33,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5615,2025-04-17,107,15615,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,New Panvel Bridge,Thane Naka / Garden Hotel,13:41:00,Student,Female,Monthly,2,STUDENT,25.0,12.6,9.45,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5616,2025-04-17,107,15616,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Bus Station / Shivajinagar,Khanda Gaon Netrajyot Hospital,13:41:00,Adult,Female,Monthly,6,MONTHLY,15.0,28.0,23.8,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5617,2025-04-17,107,15617,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Colony,Khanda Gaon Netrajyot Hospital,13:41:00,Child,Female,Return,4,CHILD,50.0,12.6,12.6,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5618,2025-04-17,107,15618,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Amardham / C.K.T College,Khanda Gaon Netrajyot Hospital,13:41:00,Senior,Male,Single,3,SENIOR,50.0,14.0,7.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5619,2025-04-17,107,15619,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Colony,Asudgaon Depot,13:41:00,Senior,Male,Single,3,SENIOR,50.0,12.6,6.3,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5620,2025-04-17,107,15620,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Station (W),Orion Mall Panvel,13:41:00,Student,Female,Single,2,STUDENT,25.0,12.6,9.45,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5621,2025-04-17,107,15621,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Colony,Asudgaon Depot,22:52:00,Child,Female,Return,4,CHILD,50.0,12.6,12.6,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5622,2025-04-17,107,15622,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,22:52:00,Adult,Female,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5623,2025-04-17,107,15623,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Orion Mall Panvel,Thane Naka / Garden Hotel,22:52:00,Student,Female,Monthly,2,STUDENT,25.0,14.0,10.5,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5624,2025-04-17,107,15624,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Amardham / C.K.T College,Khanda Gaon Colony,22:52:00,Adult,Male,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5625,2025-04-17,107,15625,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,New Panvel Bridge,Thane Naka / Garden Hotel,22:52:00,Adult,Male,Weekly,7,WEEKLY,10.0,12.6,11.34,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5626,2025-04-17,107,15626,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,22:52:00,Adult,Male,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5627,2025-04-17,107,15627,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,22:52:00,Senior,Male,Single,3,SENIOR,50.0,12.6,6.3,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5628,2025-04-17,107,15628,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,22:52:00,Adult,Male,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5629,2025-04-17,107,15629,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Colony,Khanda Gaon Netrajyot Hospital,22:52:00,Adult,Male,Single,1,REGULAR,0.0,12.6,12.6,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5630,2025-04-17,107,15630,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Station (W),Khanda Gaon Netrajyot Hospital,22:52:00,Child,Female,Single,4,CHILD,50.0,32.67,16.33,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Thursday,Summer,FALSE,FALSE,28,32,06:00:00,22:00:00
5631,2025-03-24,83,15631,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Bus Station / Shivajinagar,Amardham / C.K.T College,07:54:00,Adult,Male,Single,1,REGULAR,0.0,14.0,14.0,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5632,2025-03-24,83,15632,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Colony,Asudgaon Depot,19:35:00,Adult,Female,Weekly,7,WEEKLY,10.0,12.6,11.34,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5633,2025-03-24,83,15633,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,19:35:00,Child,Male,Return,4,CHILD,50.0,12.6,12.6,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5634,2025-03-24,83,15634,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Station (W),New Panvel Bridge,19:35:00,Senior,Female,Return,3,SENIOR,50.0,14.0,14.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5635,2025-03-24,83,15635,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Thane Naka / Garden Hotel,Asudgaon Depot,19:35:00,Student,Female,Weekly,2,STUDENT,25.0,14.0,10.5,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5636,2025-03-24,83,15636,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Bus Station / Shivajinagar,Thane Naka / Garden Hotel,14:20:00,Adult,Female,Single,1,REGULAR,0.0,18.67,18.67,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5637,2025-03-24,83,15637,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,14:20:00,Senior,Male,Return,3,SENIOR,50.0,12.6,12.6,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5638,2025-03-24,83,15638,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Station (W),New Panvel Bridge,14:20:00,Child,Male,Single,4,CHILD,50.0,14.0,7.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5639,2025-03-24,83,15639,42,24 V.AC (AD),148,MH04NV3946,AC,Diesel,39,Panvel Bus Station / Shivajinagar,Orion Mall Panvel,14:20:00,Student,Female,Single,2,STUDENT,25.0,12.6,9.45,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,FALSE,28,32,06:00:00,22:00:00
5640,2025-03-24,83,15640,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Khanda Gaon Netrajyot Hospital,Asudgaon Depot,17:33:00,Adult,Female,Daily,8,DAILY,5.0,12.6,11.97,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5641,2025-03-24,83,15641,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,New Panvel Bridge,Thane Naka / Garden Hotel,17:33:00,Child,Male,Return,4,CHILD,50.0,12.6,12.6,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5642,2025-03-24,83,15642,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Bus Station / Shivajinagar,Khanda Gaon Netrajyot Hospital,17:33:00,Senior,Female,Single,3,SENIOR,50.0,28.0,14.0,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5643,2025-03-24,83,15643,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Panvel Station (W),Khanda Gaon Colony,17:33:00,Adult,Male,Single,1,REGULAR,0.0,28.0,28.0,FALSE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
5644,2025-03-24,83,15644,42,24 V.AC (AD),149,MH04SN4820,AC,Diesel,40,Thane Naka / Garden Hotel,Khanda Gaon Netrajyot Hospital,17:33:00,Student,Female,Monthly,2,STUDENT,25.0,12.6,9.45,TRUE,Harbour_Line,Panvel,Navi_Mumbai,Raigad_District,25.6,Monday,Winter,FALSE,TRUE,28,32,06:00:00,22:00:00
